#Cosmological Parameters: Om_m = 3.1750000000e-01, Om_l = 6.8250000000e-01, Om_r = 0.0000000000e+00
#a_max = 1.0100000000e+00
#t              eta(t)              w(eta)              z(eta)              a(eta)              H(eta)       H_prime(eta)
3.5102196487e-01    2.3602753002e+00    8.6950061016e-01    1.2015477441e+00    4.5422589753e-01    9.1640908143e-01   -2.0868150858e-01
3.5105870312e-01    2.3603561782e+00    8.6941973215e-01    1.2013845787e+00    4.5425956449e-01    9.1639220557e-01   -2.0863473118e-01
3.5109544205e-01    2.3604370517e+00    8.6933885864e-01    1.2012214376e+00    4.5429323144e-01    9.1637533444e-01   -2.0858795608e-01
3.5113218165e-01    2.3605179207e+00    8.6925798964e-01    1.2010583206e+00    4.5432689840e-01    9.1635846803e-01   -2.0854118326e-01
3.5116892193e-01    2.3605987852e+00    8.6917712514e-01    1.2008952278e+00    4.5436056535e-01    9.1634160635e-01   -2.0849441273e-01
3.5120566289e-01    2.3606796452e+00    8.6909626514e-01    1.2007321592e+00    4.5439423231e-01    9.1632474938e-01   -2.0844764450e-01
3.5124240452e-01    2.3607605007e+00    8.6901540965e-01    1.2005691148e+00    4.5442789926e-01    9.1630789713e-01   -2.0840087855e-01
3.5127914682e-01    2.3608413517e+00    8.6893455866e-01    1.2004060944e+00    4.5446156622e-01    9.1629104961e-01   -2.0835411489e-01
3.5131588981e-01    2.3609221982e+00    8.6885371217e-01    1.2002430983e+00    4.5449523317e-01    9.1627420680e-01   -2.0830735352e-01
3.5135263346e-01    2.3610030402e+00    8.6877287019e-01    1.2000801263e+00    4.5452890013e-01    9.1625736871e-01   -2.0826059443e-01
3.5138937780e-01    2.3610838776e+00    8.6869203271e-01    1.1999171784e+00    4.5456256709e-01    9.1624053534e-01   -2.0821383763e-01
3.5142612280e-01    2.3611647106e+00    8.6861119973e-01    1.1997542547e+00    4.5459623404e-01    9.1622370668e-01   -2.0816708311e-01
3.5146286848e-01    2.3612455391e+00    8.6853037125e-01    1.1995913551e+00    4.5462990100e-01    9.1620688274e-01   -2.0812033088e-01
3.5149961484e-01    2.3613263631e+00    8.6844954727e-01    1.1994284796e+00    4.5466356795e-01    9.1619006352e-01   -2.0807358092e-01
3.5153636187e-01    2.3614071826e+00    8.6836872780e-01    1.1992656283e+00    4.5469723491e-01    9.1617324901e-01   -2.0802683325e-01
3.5157310958e-01    2.3614879975e+00    8.6828791282e-01    1.1991028010e+00    4.5473090186e-01    9.1615643922e-01   -2.0798008787e-01
3.5160985796e-01    2.3615688080e+00    8.6820710235e-01    1.1989399979e+00    4.5476456882e-01    9.1613963414e-01   -2.0793334476e-01
3.5164660701e-01    2.3616496140e+00    8.6812629638e-01    1.1987772189e+00    4.5479823577e-01    9.1612283377e-01   -2.0788660393e-01
3.5168335674e-01    2.3617304154e+00    8.6804549491e-01    1.1986144639e+00    4.5483190273e-01    9.1610603812e-01   -2.0783986538e-01
3.5172010714e-01    2.3618112124e+00    8.6796469793e-01    1.1984517331e+00    4.5486556969e-01    9.1608924717e-01   -2.0779312910e-01
3.5175685821e-01    2.3618920049e+00    8.6788390546e-01    1.1982890263e+00    4.5489923664e-01    9.1607246094e-01   -2.0774639511e-01
3.5179360996e-01    2.3619727929e+00    8.6780311748e-01    1.1981263437e+00    4.5493290360e-01    9.1605567942e-01   -2.0769966338e-01
3.5183036238e-01    2.3620535763e+00    8.6772233401e-01    1.1979636851e+00    4.5496657055e-01    9.1603890260e-01   -2.0765293394e-01
3.5186711548e-01    2.3621343553e+00    8.6764155503e-01    1.1978010506e+00    4.5500023751e-01    9.1602213050e-01   -2.0760620677e-01
3.5190386925e-01    2.3622151298e+00    8.6756078055e-01    1.1976384401e+00    4.5503390446e-01    9.1600536310e-01   -2.0755948187e-01
3.5194062368e-01    2.3622958998e+00    8.6748001057e-01    1.1974758537e+00    4.5506757142e-01    9.1598860041e-01   -2.0751275924e-01
3.5197737880e-01    2.3623766653e+00    8.6739924508e-01    1.1973132914e+00    4.5510123837e-01    9.1597184243e-01   -2.0746603889e-01
3.5201413458e-01    2.3624574263e+00    8.6731848410e-01    1.1971507531e+00    4.5513490533e-01    9.1595508916e-01   -2.0741932080e-01
3.5205089104e-01    2.3625381827e+00    8.6723772761e-01    1.1969882388e+00    4.5516857229e-01    9.1593834059e-01   -2.0737260499e-01
3.5208764817e-01    2.3626189347e+00    8.6715697561e-01    1.1968257486e+00    4.5520223924e-01    9.1592159672e-01   -2.0732589144e-01
3.5212440597e-01    2.3626996822e+00    8.6707622812e-01    1.1966632825e+00    4.5523590620e-01    9.1590485756e-01   -2.0727918017e-01
3.5216116444e-01    2.3627804252e+00    8.6699548512e-01    1.1965008403e+00    4.5526957315e-01    9.1588812310e-01   -2.0723247116e-01
3.5219792358e-01    2.3628611637e+00    8.6691474661e-01    1.1963384222e+00    4.5530324011e-01    9.1587139335e-01   -2.0718576441e-01
3.5223468340e-01    2.3629418977e+00    8.6683401260e-01    1.1961760281e+00    4.5533690706e-01    9.1585466830e-01   -2.0713905994e-01
3.5227144389e-01    2.3630226273e+00    8.6675328309e-01    1.1960136580e+00    4.5537057402e-01    9.1583794795e-01   -2.0709235773e-01
3.5230820504e-01    2.3631033523e+00    8.6667255807e-01    1.1958513119e+00    4.5540424097e-01    9.1582123230e-01   -2.0704565778e-01
3.5234496687e-01    2.3631840728e+00    8.6659183754e-01    1.1956889898e+00    4.5543790793e-01    9.1580452135e-01   -2.0699896009e-01
3.5238172937e-01    2.3632647888e+00    8.6651112151e-01    1.1955266918e+00    4.5547157489e-01    9.1578781510e-01   -2.0695226467e-01
3.5241849254e-01    2.3633455004e+00    8.6643040997e-01    1.1953644177e+00    4.5550524184e-01    9.1577111355e-01   -2.0690557151e-01
3.5245525638e-01    2.3634262074e+00    8.6634970293e-01    1.1952021676e+00    4.5553890880e-01    9.1575441669e-01   -2.0685888061e-01
3.5249202089e-01    2.3635069100e+00    8.6626900038e-01    1.1950399414e+00    4.5557257575e-01    9.1573772454e-01   -2.0681219196e-01
3.5252878607e-01    2.3635876080e+00    8.6618830232e-01    1.1948777393e+00    4.5560624271e-01    9.1572103708e-01   -2.0676550558e-01
3.5256555192e-01    2.3636683016e+00    8.6610760875e-01    1.1947155611e+00    4.5563990966e-01    9.1570435432e-01   -2.0671882146e-01
3.5260231844e-01    2.3637489907e+00    8.6602691968e-01    1.1945534069e+00    4.5567357662e-01    9.1568767625e-01   -2.0667213959e-01
3.5263908563e-01    2.3638296752e+00    8.6594623510e-01    1.1943912766e+00    4.5570724357e-01    9.1567100288e-01   -2.0662545998e-01
3.5267585349e-01    2.3639103553e+00    8.6586555501e-01    1.1942291703e+00    4.5574091053e-01    9.1565433420e-01   -2.0657878263e-01
3.5271262202e-01    2.3639910309e+00    8.6578487941e-01    1.1940670880e+00    4.5577457749e-01    9.1563767022e-01   -2.0653210753e-01
3.5274939122e-01    2.3640717020e+00    8.6570420831e-01    1.1939050296e+00    4.5580824444e-01    9.1562101093e-01   -2.0648543468e-01
3.5278616108e-01    2.3641523687e+00    8.6562354169e-01    1.1937429951e+00    4.5584191140e-01    9.1560435633e-01   -2.0643876409e-01
3.5282293162e-01    2.3642330308e+00    8.6554287957e-01    1.1935809846e+00    4.5587557835e-01    9.1558770642e-01   -2.0639209574e-01
3.5285970282e-01    2.3643136884e+00    8.6546222193e-01    1.1934189980e+00    4.5590924531e-01    9.1557106121e-01   -2.0634542965e-01
3.5289647469e-01    2.3643943416e+00    8.6538156879e-01    1.1932570353e+00    4.5594291226e-01    9.1555442068e-01   -2.0629876581e-01
3.5293324723e-01    2.3644749902e+00    8.6530092013e-01    1.1930950965e+00    4.5597657922e-01    9.1553778485e-01   -2.0625210422e-01
3.5297002044e-01    2.3645556344e+00    8.6522027597e-01    1.1929331816e+00    4.5601024617e-01    9.1552115370e-01   -2.0620544488e-01
3.5300679432e-01    2.3646362741e+00    8.6513963629e-01    1.1927712907e+00    4.5604391313e-01    9.1550452724e-01   -2.0615878779e-01
3.5304356886e-01    2.3647169092e+00    8.6505900110e-01    1.1926094236e+00    4.5607758009e-01    9.1548790547e-01   -2.0611213294e-01
3.5308034407e-01    2.3647975399e+00    8.6497837040e-01    1.1924475805e+00    4.5611124704e-01    9.1547128838e-01   -2.0606548034e-01
3.5311711995e-01    2.3648781662e+00    8.6489774419e-01    1.1922857612e+00    4.5614491400e-01    9.1545467598e-01   -2.0601882999e-01
3.5315389650e-01    2.3649587879e+00    8.6481712247e-01    1.1921239658e+00    4.5617858095e-01    9.1543806827e-01   -2.0597218188e-01
3.5319067371e-01    2.3650394051e+00    8.6473650523e-01    1.1919621943e+00    4.5621224791e-01    9.1542146524e-01   -2.0592553601e-01
3.5322745159e-01    2.3651200179e+00    8.6465589248e-01    1.1918004467e+00    4.5624591486e-01    9.1540486690e-01   -2.0587889239e-01
3.5326423014e-01    2.3652006261e+00    8.6457528422e-01    1.1916387229e+00    4.5627958182e-01    9.1538827324e-01   -2.0583225101e-01
3.5330100935e-01    2.3652812299e+00    8.6449468045e-01    1.1914770230e+00    4.5631324877e-01    9.1537168426e-01   -2.0578561187e-01
3.5333778923e-01    2.3653618292e+00    8.6441408116e-01    1.1913153470e+00    4.5634691573e-01    9.1535509997e-01   -2.0573897497e-01
3.5337456978e-01    2.3654424240e+00    8.6433348636e-01    1.1911536948e+00    4.5638058269e-01    9.1533852036e-01   -2.0569234031e-01
3.5341135099e-01    2.3655230143e+00    8.6425289604e-01    1.1909920665e+00    4.5641424964e-01    9.1532194543e-01   -2.0564570789e-01
3.5344813287e-01    2.3656036001e+00    8.6417231021e-01    1.1908304620e+00    4.5644791660e-01    9.1530537517e-01   -2.0559907771e-01
3.5348491542e-01    2.3656841815e+00    8.6409172886e-01    1.1906688814e+00    4.5648158355e-01    9.1528880960e-01   -2.0555244976e-01
3.5352169863e-01    2.3657647584e+00    8.6401115200e-01    1.1905073245e+00    4.5651525051e-01    9.1527224871e-01   -2.0550582405e-01
3.5355848250e-01    2.3658453307e+00    8.6393057962e-01    1.1903457915e+00    4.5654891746e-01    9.1525569250e-01   -2.0545920058e-01
3.5359526704e-01    2.3659258986e+00    8.6385001173e-01    1.1901842824e+00    4.5658258442e-01    9.1523914096e-01   -2.0541257934e-01
3.5363205225e-01    2.3660064620e+00    8.6376944832e-01    1.1900227970e+00    4.5661625137e-01    9.1522259410e-01   -2.0536596033e-01
3.5366883812e-01    2.3660870210e+00    8.6368888939e-01    1.1898613355e+00    4.5664991833e-01    9.1520605192e-01   -2.0531934356e-01
3.5370562465e-01    2.3661675754e+00    8.6360833495e-01    1.1896998977e+00    4.5668358529e-01    9.1518951441e-01   -2.0527272902e-01
3.5374241185e-01    2.3662481254e+00    8.6352778499e-01    1.1895384838e+00    4.5671725224e-01    9.1517298158e-01   -2.0522611671e-01
3.5377919972e-01    2.3663286708e+00    8.6344723951e-01    1.1893770937e+00    4.5675091920e-01    9.1515645342e-01   -2.0517950663e-01
3.5381598825e-01    2.3664092118e+00    8.6336669852e-01    1.1892157273e+00    4.5678458615e-01    9.1513992993e-01   -2.0513289878e-01
3.5385277744e-01    2.3664897483e+00    8.6328616200e-01    1.1890543847e+00    4.5681825311e-01    9.1512341112e-01   -2.0508629315e-01
3.5388956730e-01    2.3665702804e+00    8.6320562997e-01    1.1888930660e+00    4.5685192006e-01    9.1510689698e-01   -2.0503968976e-01
3.5392635782e-01    2.3666508079e+00    8.6312510242e-01    1.1887317710e+00    4.5688558702e-01    9.1509038751e-01   -2.0499308859e-01
3.5396314901e-01    2.3667313310e+00    8.6304457936e-01    1.1885704997e+00    4.5691925398e-01    9.1507388272e-01   -2.0494648965e-01
3.5399994085e-01    2.3668118496e+00    8.6296406077e-01    1.1884092522e+00    4.5695292093e-01    9.1505738259e-01   -2.0489989294e-01
3.5403673336e-01    2.3668923637e+00    8.6288354666e-01    1.1882480285e+00    4.5698658789e-01    9.1504088714e-01   -2.0485329845e-01
3.5407352654e-01    2.3669728733e+00    8.6280303704e-01    1.1880868286e+00    4.5702025484e-01    9.1502439635e-01   -2.0480670618e-01
3.5411032038e-01    2.3670533785e+00    8.6272253189e-01    1.1879256523e+00    4.5705392180e-01    9.1500791023e-01   -2.0476011614e-01
3.5414711488e-01    2.3671338791e+00    8.6264203122e-01    1.1877644999e+00    4.5708758875e-01    9.1499142878e-01   -2.0471352831e-01
3.5418391004e-01    2.3672143753e+00    8.6256153503e-01    1.1876033711e+00    4.5712125571e-01    9.1497495200e-01   -2.0466694271e-01
3.5422070587e-01    2.3672948670e+00    8.6248104333e-01    1.1874422661e+00    4.5715492266e-01    9.1495847988e-01   -2.0462035933e-01
3.5425750236e-01    2.3673753543e+00    8.6240055610e-01    1.1872811848e+00    4.5718858962e-01    9.1494201243e-01   -2.0457377817e-01
3.5429429951e-01    2.3674558370e+00    8.6232007334e-01    1.1871201273e+00    4.5722225658e-01    9.1492554964e-01   -2.0452719923e-01
3.5433109732e-01    2.3675363153e+00    8.6223959507e-01    1.1869590935e+00    4.5725592353e-01    9.1490909152e-01   -2.0448062251e-01
3.5436789579e-01    2.3676167891e+00    8.6215912128e-01    1.1867980833e+00    4.5728959049e-01    9.1489263806e-01   -2.0443404800e-01
3.5440469493e-01    2.3676972584e+00    8.6207865196e-01    1.1866370969e+00    4.5732325744e-01    9.1487618927e-01   -2.0438747571e-01
3.5444149473e-01    2.3677777232e+00    8.6199818712e-01    1.1864761342e+00    4.5735692440e-01    9.1485974514e-01   -2.0434090563e-01
3.5447829518e-01    2.3678581836e+00    8.6191772675e-01    1.1863151952e+00    4.5739059135e-01    9.1484330567e-01   -2.0429433777e-01
3.5451509630e-01    2.3679386395e+00    8.6183727087e-01    1.1861542798e+00    4.5742425831e-01    9.1482687086e-01   -2.0424777212e-01
3.5455189809e-01    2.3680190909e+00    8.6175681946e-01    1.1859933882e+00    4.5745792526e-01    9.1481044071e-01   -2.0420120869e-01
3.5458870053e-01    2.3680995378e+00    8.6167637252e-01    1.1858325202e+00    4.5749159222e-01    9.1479401522e-01   -2.0415464747e-01
3.5462550363e-01    2.3681799803e+00    8.6159593006e-01    1.1856716759e+00    4.5752525918e-01    9.1477759439e-01   -2.0410808845e-01
3.5466230739e-01    2.3682604183e+00    8.6151549208e-01    1.1855108553e+00    4.5755892613e-01    9.1476117822e-01   -2.0406153165e-01
3.5469911182e-01    2.3683408518e+00    8.6143505857e-01    1.1853500583e+00    4.5759259309e-01    9.1474476671e-01   -2.0401497706e-01
3.5473591690e-01    2.3684212808e+00    8.6135462954e-01    1.1851892850e+00    4.5762626004e-01    9.1472835986e-01   -2.0396842468e-01
3.5477272264e-01    2.3685017054e+00    8.6127420498e-01    1.1850285354e+00    4.5765992700e-01    9.1471195766e-01   -2.0392187450e-01
3.5480952905e-01    2.3685821255e+00    8.6119378490e-01    1.1848678094e+00    4.5769359395e-01    9.1469556012e-01   -2.0387532654e-01
3.5484633611e-01    2.3686625411e+00    8.6111336928e-01    1.1847071071e+00    4.5772726091e-01    9.1467916723e-01   -2.0382878077e-01
3.5488314383e-01    2.3687429522e+00    8.6103295815e-01    1.1845464283e+00    4.5776092786e-01    9.1466277900e-01   -2.0378223722e-01
3.5491995222e-01    2.3688233589e+00    8.6095255148e-01    1.1843857733e+00    4.5779459482e-01    9.1464639542e-01   -2.0373569587e-01
3.5495676126e-01    2.3689037611e+00    8.6087214929e-01    1.1842251418e+00    4.5782826178e-01    9.1463001649e-01   -2.0368915672e-01
3.5499357096e-01    2.3689841588e+00    8.6079175158e-01    1.1840645340e+00    4.5786192873e-01    9.1461364222e-01   -2.0364261977e-01
3.5503038132e-01    2.3690645520e+00    8.6071135833e-01    1.1839039498e+00    4.5789559569e-01    9.1459727260e-01   -2.0359608503e-01
3.5506719234e-01    2.3691449408e+00    8.6063096956e-01    1.1837433892e+00    4.5792926264e-01    9.1458090763e-01   -2.0354955249e-01
3.5510400402e-01    2.3692253251e+00    8.6055058526e-01    1.1835828522e+00    4.5796292960e-01    9.1456454731e-01   -2.0350302215e-01
3.5514081635e-01    2.3693057049e+00    8.6047020543e-01    1.1834223388e+00    4.5799659655e-01    9.1454819164e-01   -2.0345649401e-01
3.5517762934e-01    2.3693860803e+00    8.6038983007e-01    1.1832618490e+00    4.5803026351e-01    9.1453184062e-01   -2.0340996806e-01
3.5521444300e-01    2.3694664512e+00    8.6030945918e-01    1.1831013828e+00    4.5806393046e-01    9.1451549425e-01   -2.0336344432e-01
3.5525125731e-01    2.3695468176e+00    8.6022909276e-01    1.1829409402e+00    4.5809759742e-01    9.1449915253e-01   -2.0331692277e-01
3.5528807227e-01    2.3696271795e+00    8.6014873081e-01    1.1827805211e+00    4.5813126438e-01    9.1448281546e-01   -2.0327040342e-01
3.5532488790e-01    2.3697075370e+00    8.6006837334e-01    1.1826201257e+00    4.5816493133e-01    9.1446648303e-01   -2.0322388626e-01
3.5536170418e-01    2.3697878900e+00    8.5998802033e-01    1.1824597538e+00    4.5819859829e-01    9.1445015525e-01   -2.0317737130e-01
3.5539852112e-01    2.3698682386e+00    8.5990767179e-01    1.1822994055e+00    4.5823226524e-01    9.1443383211e-01   -2.0313085854e-01
3.5543533872e-01    2.3699485826e+00    8.5982732772e-01    1.1821390807e+00    4.5826593220e-01    9.1441751362e-01   -2.0308434796e-01
3.5547215697e-01    2.3700289222e+00    8.5974698813e-01    1.1819787795e+00    4.5829959915e-01    9.1440119978e-01   -2.0303783958e-01
3.5550897588e-01    2.3701092574e+00    8.5966665299e-01    1.1818185018e+00    4.5833326611e-01    9.1438489057e-01   -2.0299133339e-01
3.5554579545e-01    2.3701895880e+00    8.5958632233e-01    1.1816582477e+00    4.5836693306e-01    9.1436858601e-01   -2.0294482939e-01
3.5558261567e-01    2.3702699142e+00    8.5950599614e-01    1.1814980171e+00    4.5840060002e-01    9.1435228609e-01   -2.0289832758e-01
3.5561943655e-01    2.3703502359e+00    8.5942567441e-01    1.1813378101e+00    4.5843426698e-01    9.1433599082e-01   -2.0285182796e-01
3.5565625809e-01    2.3704305532e+00    8.5934535715e-01    1.1811776266e+00    4.5846793393e-01    9.1431970018e-01   -2.0280533052e-01
3.5569308028e-01    2.3705108660e+00    8.5926504436e-01    1.1810174666e+00    4.5850160089e-01    9.1430341419e-01   -2.0275883528e-01
3.5572990313e-01    2.3705911743e+00    8.5918473603e-01    1.1808573301e+00    4.5853526784e-01    9.1428713283e-01   -2.0271234222e-01
3.5576672663e-01    2.3706714782e+00    8.5910443217e-01    1.1806972172e+00    4.5856893480e-01    9.1427085611e-01   -2.0266585134e-01
3.5580355079e-01    2.3707517776e+00    8.5902413278e-01    1.1805371277e+00    4.5860260175e-01    9.1425458404e-01   -2.0261936265e-01
3.5584037561e-01    2.3708320725e+00    8.5894383785e-01    1.1803770618e+00    4.5863626871e-01    9.1423831659e-01   -2.0257287615e-01
3.5587720108e-01    2.3709123630e+00    8.5886354739e-01    1.1802170194e+00    4.5866993566e-01    9.1422205379e-01   -2.0252639183e-01
3.5591402720e-01    2.3709926490e+00    8.5878326139e-01    1.1800570004e+00    4.5870360262e-01    9.1420579562e-01   -2.0247990969e-01
